date;supplier_name;country;region;product;unit_price;uom;volume;currency;value
2024.11.30;Lhasa Silk & Wool Trading (SA);China;East Asia;Silk;63744.41;MT;275.951;USD;17590342
2024.12.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Silk;73315.12;MT;287.949;USD;21111015
2025.01.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Silk;84645.21;MT;215.962;USD;18280126
2025.02.28;Lhasa Silk & Wool Trading (SA);China;East Asia;Silk;76726.16;MT;179.968;USD;13808264
2025.03.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Silk;68207.25;MT;252.587;USD;17228253
2025.04.30;Lhasa Silk & Wool Trading (SA);China;East Asia;Silk;67967.56;MT;265.216;USD;18026097
2025.05.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Silk;78234.94;MT;247.535;USD;19365892
2025.06.30;Lhasa Silk & Wool Trading (SA);China;East Asia;Silk;68756.95;MT;232.380;USD;15977732
2024.07.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;6628.26;MT;55295.460;USD;366512422
2024.08.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;8960.99;MT;61116.034;USD;547660296
2024.09.30;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;6716.39;MT;63006.221;USD;423174451
2024.10.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;8413.85;MT;66006.517;USD;555368787
2024.11.30;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;6504.94;MT;65556.473;USD;426440833
2024.12.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;6356.60;MT;68406.754;USD;434834260
2025.01.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;6510.86;MT;51305.066;USD;334040155
2025.02.28;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;6790.19;MT;42754.221;USD;290309291
2025.03.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;6766.33;MT;60005.925;USD;406019814
2025.04.30;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;8899.38;MT;63006.221;USD;560716287
2025.05.31;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;6657.47;MT;58805.806;USD;391497854
2025.06.30;Lhasa Silk & Wool Trading (SA);China;East Asia;Nylon;6385.09;MT;55205.451;USD;352491980
2024.07.31;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;7340.87;MT;163911.096;USD;1203250658
2024.08.31;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;7361.41;MT;181164.895;USD;1333629869
2024.09.30;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;7060.24;MT;186767.934;USD;1318626145
2024.10.31;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;9824.61;MT;195661.645;USD;1922299658
2024.11.30;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;7629.43;MT;194327.588;USD;1482608300
2024.12.31;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;7302.85;MT;202776.614;USD;1480846636
2025.01.31;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;6940.37;MT;152082.460;USD;1055508642
2025.02.28;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;9535.08;MT;126735.383;USD;1208431896
2025.03.31;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;7147.81;MT;177874.222;USD;1271410377
2025.04.30;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;7527.40;MT;186767.934;USD;1405877703
2025.05.31;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;7508.17;MT;174316.738;USD;1308799475
2025.06.30;Jilin Fabric Solutions Ltd.;China;East Asia;Buckle;9754.62;MT;163644.285;USD;1596288062
2024.07.31;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;11936.93;MT;4232.036;USD;50517525
2024.08.31;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;11448.56;MT;4677.514;USD;53550788
2024.09.30;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;10415.62;MT;4822.179;USD;50225983
2024.10.31;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;13467.51;MT;5051.807;USD;68035249
2024.11.30;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;13109.42;MT;5017.363;USD;65774699
2024.12.31;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;9698.86;MT;5235.509;USD;50778453
2025.01.31;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;11155.06;MT;3926.632;USD;43801820
2025.02.28;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;9715.20;MT;3272.193;USD;31790014
2025.03.31;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;13116.97;MT;4592.552;USD;60240381
2025.04.30;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;11841.50;MT;4822.179;USD;57101820
2025.05.31;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;10341.42;MT;4500.701;USD;46543630
2025.06.30;Jilin Fabric Solutions Ltd.;China;East Asia;Zipper;10432.34;MT;4225.147;USD;44078155
2024.07.31;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;16925.98;MT;3722.011;USD;62998660
2024.08.31;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;23553.19;MT;4113.801;USD;96893139
2024.09.30;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;17493.29;MT;4241.032;USD;74189621
2024.10.31;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;17507.60;MT;4442.986;USD;77786012
2024.11.30;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;16638.61;MT;4412.693;USD;73421070
2024.12.31;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;22859.07;MT;4604.549;USD;105255730
2025.01.31;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;16389.00;MT;3453.412;USD;56597955
2025.02.28;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;23922.61;MT;2877.843;USD;68845523
2025.03.31;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;20886.32;MT;4039.078;USD;84361469
2025.04.30;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;23689.27;MT;4241.032;USD;100466940
2025.05.31;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;18400.80;MT;3958.297;USD;72835842
2025.06.30;Jilin Fabric Solutions Ltd.;China;East Asia;Linen;24461.29;MT;3715.952;USD;90896971
2024.07.31;Hubei Garment Industry Co.;China;East Asia;Button;12573.11;MT;2114.827;USD;26589964
2024.08.31;Hubei Garment Industry Co.;China;East Asia;Button;9338.23;MT;2337.441;USD;21827566
2024.09.30;Hubei Garment Industry Co.;China;East Asia;Button;12599.25;MT;2409.733;USD;30360814
2024.10.31;Hubei Garment Industry Co.;China;East Asia;Button;11906.23;MT;2524.482;USD;30057056
2024.11.30;Hubei Garment Industry Co.;China;East Asia;Button;11954.71;MT;2507.269;USD;29973673
2024.12.31;Hubei Garment Industry Co.;China;East Asia;Button;11880.00;MT;2616.281;USD;31081418
2025.01.31;Hubei Garment Industry Co.;China;East Asia;Button;9213.36;MT;1962.211;USD;18078552
2025.02.28;Hubei Garment Industry Co.;China;East Asia;Button;9608.63;MT;1635.176;USD;15711799
2025.03.31;Hubei Garment Industry Co.;China;East Asia;Button;9312.66;MT;2294.984;USD;21372404
2025.04.30;Hubei Garment Industry Co.;China;East Asia;Button;11207.99;MT;2409.733;USD;27008248
2025.05.31;Hubei Garment Industry Co.;China;East Asia;Button;13057.87;MT;2249.084;USD;29368250
2025.06.30;Hubei Garment Industry Co.;China;East Asia;Button;9447.17;MT;2111.385;USD;19946602
2024.07.31;Hubei Garment Industry Co.;China;East Asia;Cotton;5563.33;MT;18771.146;USD;104430068
2024.08.31;Hubei Garment Industry Co.;China;East Asia;Cotton;5426.12;MT;20747.056;USD;112576031
2024.09.30;Hubei Garment Industry Co.;China;East Asia;Cotton;6976.08;MT;21388.717;USD;149209466
2024.10.31;Hubei Garment Industry Co.;China;East Asia;Cotton;5554.42;MT;22407.228;USD;124459046
2024.11.30;Hubei Garment Industry Co.;China;East Asia;Cotton;7455.03;MT;22254.451;USD;165907512
2024.12.31;Hubei Garment Industry Co.;China;East Asia;Cotton;5382.95;MT;23222.036;USD;125003077
2025.01.31;Hubei Garment Industry Co.;China;East Asia;Cotton;7090.79;MT;17416.527;USD;123496921
2025.02.28;Hubei Garment Industry Co.;China;East Asia;Cotton;5070.71;MT;14513.772;USD;73595131
2025.03.31;Hubei Garment Industry Co.;China;East Asia;Cotton;6984.41;MT;20370.207;USD;142273946
2025.04.30;Hubei Garment Industry Co.;China;East Asia;Cotton;5456.04;MT;21388.717;USD;116697697
2025.05.31;Hubei Garment Industry Co.;China;East Asia;Cotton;7215.52;MT;19962.803;USD;144041944
2025.06.30;Hubei Garment Industry Co.;China;East Asia;Cotton;7283.59;MT;18740.590;USD;136498770
2024.07.31;Hubei Garment Industry Co.;China;East Asia;Polyester;1855.90;MT;130126.154;USD;241501567
2024.08.31;Hubei Garment Industry Co.;China;East Asia;Polyester;2399.60;MT;143823.644;USD;345118811
2024.09.30;Hubei Garment Industry Co.;China;East Asia;Polyester;2440.38;MT;148271.798;USD;361839565
2024.10.31;Hubei Garment Industry Co.;China;East Asia;Polyester;2480.03;MT;155332.359;USD;385228287
2024.11.30;Hubei Garment Industry Co.;China;East Asia;Polyester;2334.71;MT;154273.275;USD;360183172
2024.12.31;Hubei Garment Industry Co.;China;East Asia;Polyester;2358.86;MT;160980.809;USD;379730731
2025.01.31;Hubei Garment Industry Co.;China;East Asia;Polyester;1686.85;MT;120735.607;USD;203662565
2025.02.28;Hubei Garment Industry Co.;China;East Asia;Polyester;1752.70;MT;100613.006;USD;176344582
2025.03.31;Hubei Garment Industry Co.;China;East Asia;Polyester;1815.03;MT;141211.236;USD;256303103
2025.04.30;Hubei Garment Industry Co.;China;East Asia;Polyester;1872.26;MT;148271.798;USD;277602718
2025.05.31;Hubei Garment Industry Co.;China;East Asia;Polyester;2473.23;MT;138387.011;USD;342263554
2025.06.30;Hubei Garment Industry Co.;China;East Asia;Polyester;2412.94;MT;129914.337;USD;313475908
2024.07.31;Anhui Fibre & Thread Works;China;East Asia;Silk;72860.23;MT;232.759;USD;16958857
2024.08.31;Anhui Fibre & Thread Works;China;East Asia;Silk;101964.12;MT;257.260;USD;26231258
2024.09.30;Anhui Fibre & Thread Works;China;East Asia;Silk;99453.60;MT;265.216;USD;26376704
2024.10.31;Anhui Fibre & Thread Works;China;East Asia;Silk;85054.65;MT;277.846;USD;23632053
2024.11.30;Anhui Fibre & Thread Works;China;East Asia;Silk;96555.88;MT;275.951;USD;26644702
2024.12.31;Anhui Fibre & Thread Works;China;East Asia;Silk;72195.09;MT;287.949;USD;20788502
2025.01.31;Anhui Fibre & Thread Works;China;East Asia;Silk;70548.73;MT;215.962;USD;15235827
2025.02.28;Anhui Fibre & Thread Works;China;East Asia;Silk;75554.02;MT;179.968;USD;13597315
2025.03.31;Anhui Fibre & Thread Works;China;East Asia;Silk;75360.95;MT;252.587;USD;19035184
2025.04.30;Anhui Fibre & Thread Works;China;East Asia;Silk;101237.73;MT;265.216;USD;26849884
2025.05.31;Anhui Fibre & Thread Works;China;East Asia;Silk;73681.78;MT;247.535;USD;18238826
2025.06.30;Anhui Fibre & Thread Works;China;East Asia;Silk;100333.17;MT;232.380;USD;23315410
2024.07.31;Anhui Fibre & Thread Works;China;East Asia;Denim;7453.81;MT;29618.602;USD;220771509
2024.08.31;Anhui Fibre & Thread Works;China;East Asia;Denim;5598.03;MT;32736.350;USD;183259145
2024.09.30;Anhui Fibre & Thread Works;China;East Asia;Denim;6217.69;MT;33748.814;USD;209839712
2024.10.31;Anhui Fibre & Thread Works;China;East Asia;Denim;6075.45;MT;35355.901;USD;214803003
2024.11.30;Anhui Fibre & Thread Works;China;East Asia;Denim;6766.25;MT;35114.838;USD;237595798
2024.12.31;Anhui Fibre & Thread Works;China;East Asia;Denim;5157.28;MT;36641.570;USD;188970654
2025.01.31;Anhui Fibre & Thread Works;China;East Asia;Denim;5523.17;MT;27481.177;USD;151783303
2025.02.28;Anhui Fibre & Thread Works;China;East Asia;Denim;7182.62;MT;22900.981;USD;164488972
2025.03.31;Anhui Fibre & Thread Works;China;East Asia;Denim;5582.70;MT;32141.728;USD;179437710
2025.04.30;Anhui Fibre & Thread Works;China;East Asia;Denim;5537.96;MT;33748.814;USD;186899673
2025.05.31;Anhui Fibre & Thread Works;China;East Asia;Denim;7486.67;MT;31498.893;USD;235821671
2025.06.30;Anhui Fibre & Thread Works;China;East Asia;Denim;7180.36;MT;29570.390;USD;212326190
2024.07.31;Anhui Fibre & Thread Works;China;East Asia;Nylon;7759.53;MT;55295.460;USD;429066654
2024.08.31;Anhui Fibre & Thread Works;China;East Asia;Nylon;9040.24;MT;61116.034;USD;552503892
2024.09.30;Anhui Fibre & Thread Works;China;East Asia;Nylon;8670.38;MT;63006.221;USD;546288063
2024.10.31;Anhui Fibre & Thread Works;China;East Asia;Nylon;6493.61;MT;66006.517;USD;428620883
2024.11.30;Anhui Fibre & Thread Works;China;East Asia;Nylon;7713.03;MT;65556.473;USD;505638775
2024.12.31;Anhui Fibre & Thread Works;China;East Asia;Nylon;8435.92;MT;68406.754;USD;577074171
2025.01.31;Anhui Fibre & Thread Works;China;East Asia;Nylon;8350.04;MT;51305.066;USD;428399574
2025.02.28;Anhui Fibre & Thread Works;China;East Asia;Nylon;6095.03;MT;42754.221;USD;260588218
2025.03.31;Anhui Fibre & Thread Works;China;East Asia;Nylon;8119.28;MT;60005.925;USD;487204651
2025.04.30;Anhui Fibre & Thread Works;China;East Asia;Nylon;6558.20;MT;63006.221;USD;413207291
2025.05.31;Anhui Fibre & Thread Works;China;East Asia;Nylon;6470.09;MT;58805.806;USD;380478912
2025.06.30;Anhui Fibre & Thread Works;China;East Asia;Nylon;8642.62;MT;55205.451;USD;477119952
2024.07.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;13687.54;MT;3722.011;USD;50945155
2024.08.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;15232.70;MT;4113.801;USD;62664300
2024.09.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;17998.13;MT;4241.032;USD;76330654
2024.10.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;13567.54;MT;4442.986;USD;60280413
2024.11.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;17804.19;MT;4412.693;USD;78564435
2024.12.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;13123.28;MT;4604.549;USD;60426811
2025.01.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;12791.00;MT;3453.412;USD;44172601
2025.02.28;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;12711.07;MT;2877.843;USD;36580461
2025.03.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;17679.36;MT;4039.078;USD;71408332
2025.04.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;13808.14;MT;4241.032;USD;58560752
2025.05.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;18240.44;MT;3958.297;USD;72201062
2025.06.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Linen;17795.78;MT;3715.952;USD;66128261
2024.07.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;8146.14;MT;163911.096;USD;1335243139
2024.08.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;6486.03;MT;181164.895;USD;1175040279
2024.09.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;6566.90;MT;186767.934;USD;1226486688
2024.10.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;6392.29;MT;195661.645;USD;1250726508
2024.11.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;8280.09;MT;194327.588;USD;1609049476
2024.12.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;8040.44;MT;202776.614;USD;1630414128
2025.01.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;7020.03;MT;152082.460;USD;1067623331
2025.02.28;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;8306.60;MT;126735.383;USD;1052739776
2025.03.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;8535.22;MT;177874.222;USD;1518195451
2025.04.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;6263.47;MT;186767.934;USD;1169815097
2025.05.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;8469.94;MT;174316.738;USD;1476452488
2025.06.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Buckle;8604.01;MT;163644.285;USD;1407996550
2024.07.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;9519.86;MT;2114.827;USD;20132850
2024.08.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;8435.38;MT;2337.441;USD;19717197
2024.09.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;6882.53;MT;2409.733;USD;16585067
2024.10.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;8023.24;MT;2524.482;USD;20254533
2024.11.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;9239.30;MT;2507.269;USD;23165425
2024.12.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;6624.19;MT;2616.281;USD;17330752
2025.01.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;7172.40;MT;1962.211;USD;14073755
2025.02.28;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;9608.62;MT;1635.176;USD;15711785
2025.03.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;7051.17;MT;2294.984;USD;16182324
2025.04.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;9859.31;MT;2409.733;USD;23758297
2025.05.31;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;9886.90;MT;2249.084;USD;22236457
2025.06.30;Heilongjiang Textile Co., Ltd.;China;East Asia;Button;8161.81;MT;2111.385;USD;17232730
2024.07.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;7054.74;MT;18771.146;USD;132425547
2024.08.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;5277.53;MT;20747.056;USD;109493139
2024.09.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;6873.21;MT;21388.717;USD;147009094
2024.10.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;5254.37;MT;22407.228;USD;117735819
2024.11.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;5469.67;MT;22254.451;USD;121724506
2024.12.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;6826.01;MT;23222.036;USD;158513742
2025.01.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;6756.52;MT;17416.527;USD;117675029
2025.02.28;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;6697.01;MT;14513.772;USD;97198818
2025.03.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;5039.02;MT;20370.207;USD;102645867
2025.04.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;6157.61;MT;21388.717;USD;131703334
2025.05.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;5382.74;MT;19962.803;USD;107454524
2025.06.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Cotton;7084.13;MT;18740.590;USD;132760754
2024.07.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1781.93;MT;130126.154;USD;231875711
2024.08.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1274.93;MT;143823.644;USD;183364383
2024.09.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1323.48;MT;148271.798;USD;196234423
2024.10.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1766.31;MT;155332.359;USD;274364927
2024.11.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1741.69;MT;154273.275;USD;268695463
2024.12.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1737.13;MT;160980.809;USD;279644196
2025.01.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1242.24;MT;120735.607;USD;149982737
2025.02.28;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1711.07;MT;100613.006;USD;172155614
2025.03.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1300.04;MT;141211.236;USD;183579886
2025.04.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1318.68;MT;148271.798;USD;195523547
2025.05.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1567.70;MT;138387.011;USD;216949847
2025.06.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Polyester;1581.49;MT;129914.337;USD;205457739
2024.07.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;7442.66;MT;4232.036;USD;31497615
2024.08.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;7597.39;MT;4677.514;USD;35536891
2024.09.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;9861.79;MT;4822.179;USD;47555294
2024.10.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;9599.57;MT;5051.807;USD;48495159
2024.11.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;9379.96;MT;5017.363;USD;47062656
2024.12.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;7251.86;MT;5235.509;USD;37967184
2025.01.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;8222.89;MT;3926.632;USD;32288267
2025.02.28;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;9856.34;MT;3272.193;USD;32251845
2025.03.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;10205.00;MT;4592.552;USD;46867000
2025.04.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;10169.14;MT;4822.179;USD;49037420
2025.05.31;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;10050.16;MT;4500.701;USD;45232751
2025.06.30;Gansu Apparel & Trading (Pte.) Ltd.;China;East Asia;Zipper;7760.15;MT;4225.147;USD;32787783
2024.07.31;Qinghai Wool & Fibre Group;China;East Asia;Nylon;8704.64;MT;55295.460;USD;481326969
2024.08.31;Qinghai Wool & Fibre Group;China;East Asia;Nylon;8555.19;MT;61116.034;USD;522859471
2024.09.30;Qinghai Wool & Fibre Group;China;East Asia;Nylon;6387.35;MT;63006.221;USD;402442774
2024.10.31;Qinghai Wool & Fibre Group;China;East Asia;Nylon;6070.31;MT;66006.517;USD;400680278
2024.11.30;Qinghai Wool & Fibre Group;China;East Asia;Nylon;8339.75;MT;65556.473;USD;546724278
2024.12.31;Qinghai Wool & Fibre Group;China;East Asia;Nylon;7133.44;MT;68406.754;USD;487975297
2025.01.31;Qinghai Wool & Fibre Group;China;East Asia;Nylon;7512.27;MT;51305.066;USD;385417644
2025.02.28;Qinghai Wool & Fibre Group;China;East Asia;Nylon;6678.18;MT;42754.221;USD;285520560
2025.03.31;Qinghai Wool & Fibre Group;China;East Asia;Nylon;7593.24;MT;60005.925;USD;455639441
2025.04.30;Qinghai Wool & Fibre Group;China;East Asia;Nylon;8606.77;MT;63006.221;USD;542280195
2025.05.31;Qinghai Wool & Fibre Group;China;East Asia;Nylon;8924.29;MT;58805.806;USD;524799817
2025.06.30;Qinghai Wool & Fibre Group;China;East Asia;Nylon;8385.30;MT;55205.451;USD;462914451
2024.07.31;Qinghai Wool & Fibre Group;China;East Asia;Silk;98769.80;MT;232.759;USD;22989536
2024.08.31;Qinghai Wool & Fibre Group;China;East Asia;Silk;77255.31;MT;257.260;USD;19874676
2024.09.30;Qinghai Wool & Fibre Group;China;East Asia;Silk;94993.91;MT;265.216;USD;25193922
2024.10.31;Qinghai Wool & Fibre Group;China;East Asia;Silk;99892.89;MT;277.846;USD;27754792
2024.11.30;Qinghai Wool & Fibre Group;China;East Asia;Silk;75302.33;MT;275.951;USD;20779763
2024.12.31;Qinghai Wool & Fibre Group;China;East Asia;Silk;74541.90;MT;287.949;USD;21464264
2025.01.31;Qinghai Wool & Fibre Group;China;East Asia;Silk;71623.22;MT;215.962;USD;15467875
2025.02.28;Qinghai Wool & Fibre Group;China;East Asia;Silk;69048.29;MT;179.968;USD;12426491
2025.03.31;Qinghai Wool & Fibre Group;China;East Asia;Silk;70548.73;MT;252.587;USD;17819680
2025.04.30;Qinghai Wool & Fibre Group;China;East Asia;Silk;72260.82;MT;265.216;USD;19164737
2025.05.31;Qinghai Wool & Fibre Group;China;East Asia;Silk;73297.22;MT;247.535;USD;18143635
2025.06.30;Qinghai Wool & Fibre Group;China;East Asia;Silk;75096.12;MT;232.380;USD;17450829
2024.07.31;Qinghai Wool & Fibre Group;China;East Asia;Linen;15882.50;MT;3722.011;USD;59114838
2024.08.31;Qinghai Wool & Fibre Group;China;East Asia;Linen;19783.05;MT;4113.801;USD;81383528
2024.09.30;Qinghai Wool & Fibre Group;China;East Asia;Linen;20273.01;MT;4241.032;USD;85978502
2024.10.31;Qinghai Wool & Fibre Group;China;East Asia;Linen;20183.86;MT;4442.986;USD;89676614
2024.11.30;Qinghai Wool & Fibre Group;China;East Asia;Linen;19902.48;MT;4412.693;USD;87823541
2024.12.31;Qinghai Wool & Fibre Group;China;East Asia;Linen;19850.40;MT;4604.549;USD;91402152
2025.01.31;Qinghai Wool & Fibre Group;China;East Asia;Linen;19675.57;MT;3453.412;USD;67947831
2025.02.28;Qinghai Wool & Fibre Group;China;East Asia;Linen;14106.55;MT;2877.843;USD;40596452
2025.03.31;Qinghai Wool & Fibre Group;China;East Asia;Linen;14855.71;MT;4039.078;USD;60003379
2025.04.30;Qinghai Wool & Fibre Group;China;East Asia;Linen;15755.52;MT;4241.032;USD;66819679
2025.05.31;Qinghai Wool & Fibre Group;China;East Asia;Linen;17914.37;MT;3958.297;USD;70910404
2025.06.30;Qinghai Wool & Fibre Group;China;East Asia;Linen;15574.33;MT;3715.952;USD;57873481
2024.07.31;Inner Mongolia Textile Inc.;China;East Asia;Denim;3737.48;MT;29618.602;USD;110698827
2024.08.31;Inner Mongolia Textile Inc.;China;East Asia;Denim;5200.85;MT;32736.350;USD;170256904
2024.09.30;Inner Mongolia Textile Inc.;China;East Asia;Denim;4038.79;MT;33748.814;USD;136304306
2024.10.31;Inner Mongolia Textile Inc.;China;East Asia;Denim;3865.91;MT;35355.901;USD;136682594
2024.11.30;Inner Mongolia Textile Inc.;China;East Asia;Denim;3841.46;MT;35114.838;USD;134892292
2024.12.31;Inner Mongolia Textile Inc.;China;East Asia;Denim;3744.20;MT;36641.570;USD;137193197
2025.01.31;Inner Mongolia Textile Inc.;China;East Asia;Denim;3720.80;MT;27481.177;USD;102251876
2025.02.28;Inner Mongolia Textile Inc.;China;East Asia;Denim;5175.12;MT;22900.981;USD;118515355
2025.03.31;Inner Mongolia Textile Inc.;China;East Asia;Denim;3865.75;MT;32141.728;USD;124252032
2025.04.30;Inner Mongolia Textile Inc.;China;East Asia;Denim;4027.73;MT;33748.814;USD;135931050
2025.05.31;Inner Mongolia Textile Inc.;China;East Asia;Denim;4063.14;MT;31498.893;USD;127984345
2025.06.30;Inner Mongolia Textile Inc.;China;East Asia;Denim;5291.65;MT;29570.390;USD;156476214
2024.07.31;Inner Mongolia Textile Inc.;China;East Asia;Button;9519.86;MT;2114.827;USD;20132850
